-1,-1,-1,66040,66040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66048,66049,66050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850
-1,-1,66048,66049,66049,66050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66048,66049,66050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65885,-1,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65904,65904,65904,65904,65904,65904,65904,65904,65904,65904,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65850,65850,-1,66046,-1,65887,-1,-1,-1,65911,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65934,65934,65934,65934,65934,-1,-1,65912,-1,-1,65850,65850,65850,65850,65850,65850,65850,65904,65904,65904,65904,65904,65904,65904,65904,65904,65904,65904,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65850,-1,66040,-1,65915,-1,-1,66014,65938,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66048,66049,66049,66049,66049,66049,66050,-1,65912,-1,-1,-1,-1,65850,65850,65850,65850,65904,65904,65904,65904,65904,65904,65904,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,65796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65935,65935,65935,65935,131449,65935,65931,66013,-1,65850,66048,66049,66049,65914,66049,66050,65850,65938,65850,65850,65850,65850,65850,65850,-1,-1,-1,131365,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65834,65796,65796,65796,65834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65912,-1,-1,-1,-1,65850,65850,65904,65904,65904,65904,65904,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,65796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65875,65875,65875,65875,65875,65875,65875,65875,-1,65850,65850,65850,65850,65915,65850,65850,65850,65938,65850,65850,65850,-1,131365,-1,-1,-1,-1,131365,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65796,-1,-1,-1,65796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65912,-1,-1,-1,-1,65881,-1,65904,65904,65904,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,-1,-1,65796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66014,66040,-1,65935,-1,-1,-1,-1,-1,-1,-1,65935,65850,-1,-1,-1,65914,-1,65850,65850,65938,-1,-1,-1,-1,131365,-1,-1,-1,-1,131365,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,65796,-1,-1,-1,-1,-1,65796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65912,-1,-1,65796,65796,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,-1,65843,-1,-1,-1,-1,-1,65796,-1,-1,-1,-1,-1,66016,-1,-1,-1,65875,65875,65875,65875,-1,131342,131342,131342,131342,131342,131342,65904,65935,65850,65850,65959,-1,-1,65914,66040,65850,-1,65938,-1,-1,-1,-1,131365,-1,-1,-1,-1,131365,-1
-1,-1,-1,-1,-1,-1,-1,-1,65796,-1,-1,-1,-1,-1,-1,-1,65796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65912,-1,-1,65796,-1,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65796,-1,-1,-1,-1,-1,65875,65875,65875,-1,-1,-1,-1,-1,-1,131342,-1,-1,-1,-1,131342,-1,65850,65850,65850,66042,65940,65940,65941,65940,65850,-1,65938,-1,-1,-1,-1,131365,-1,-1,-1,-1,131365,-1
-1,-1,66043,65962,-1,-1,65834,65796,-1,-1,-1,-1,-1,-1,-1,-1,-1,65796,66012,-1,-1,-1,65840,65959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65912,-1,65796,-1,-1,-1,131368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65796,-1,-1,-1,-1,-1,65796,-1,-1,-1,-1,-1,-1,-1,65796,131342,65992,-1,-1,-1,131342,-1,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,131365,-1,-1,65934,-1,131365,-1
65875,65875,65875,65875,65875,65875,65875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65875,65875,65875,65875,65875,65875,65875,-1,66012,65935,65904,65935,65796,-1,-1,-1,-1,65796,-1,-1,65912,-1,65796,-1,-1,-1,131368,66040,-1,-1,65904,-1,66016,66016,65935,65935,65935,-1,66016,-1,65834,-1,-1,65959,-1,-1,-1,-1,65796,-1,65834,65834,-1,-1,65796,-1,65904,65935,65935,65935,65935,65935,65935,131342,66019,-1,-1,65958,65881,65935,65935,65935,65935,65935,65935,65935,65935,65935,-1,-1,-1,-1,-1,-1,-1,131365,-1,66040,66040,-1,131365,-1
65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65850,65850,65850,65850,65850,65850,65850,65875,65875,65875,65875,65875,65875,-1,-1,-1,-1,-1,-1,-1,65912,65796,-1,-1,-1,65935,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,-1,-1,-1,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,66041,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,65875,66041,66041,66041,66041,66041,65875,65875,65875,65875,65875,65875,65875,65875,65875
65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,66012,66012,65939,65935,65935,-1,65875,65875,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65850,-1,65796,65796,-1,-1,65796,65936,-1,-1,-1,-1,-1,-1,-1,65850
65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,65875,65875,65875,65875,65875,65875,65875,65875,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,-1,-1,65850,-1,-1,-1,-1,-1,65796,65963,-1,-1,-1,-1,-1,-1,65904,65850
65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,65850,-1,-1,-1,-1,-1,-1,-1,65881,-1,-1,65904,65904,65904,65796,65990,65840,65834,65834,65834,65834,65834,65834,65850
